4,5,B
5,3,W
3,2,B
2,3,W
6,2,B
5,6,W
4,2,B
4,1,W
3,1,B
3,0,W
4,6,B
6,3,W
2,4,B
3,5,W
4,0,B
5,0,W
2,2,B
1,4,W
2,6,B
4,7,W
5,5,B
6,4,W
1,5,B
1,3,W
6,5,B
7,5,W
6,6,B
7,4,W
5,1,B
7,3,W
1,1,B
0,0,W
3,6,B
3,7,W
2,0,B
0,4,W
0,2,B
5,2,W
5,7,B
0,3,W
1,7,B
2,1,W
0,6,B
2,5,W
1,2,B
0,5,W
2,7,B
0,7,W
1,6,B
1,0,W
7,2,B
7,1,W
6,0,B
7,0,W
6,1,B
7,7,W
7,6,B
0,1,W
5,4,B
6,7,W
